11,8,Wartortle,"{""type 1"": ""Water"", ""type 2"": """"}","{""ability 1"": ""Torrent"", ""ability 2"": """", ""hidden ability"": ""Rain Dish""}","{""hp"": 59, ""atk"": 63, ""def"": 80, ""sp.atk"": 65, ""sp.def"": 80, ""spe"": 58}",Starter,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/008.png
12,9,Blastoise,"{""type 1"": ""Water"", ""type 2"": """"}","{""ability 1"": ""Torrent"", ""ability 2"": """", ""hidden ability"": ""Rain Dish""}","{""hp"": 79, ""atk"": 83, ""def"": 100, ""sp.atk"": 85, ""sp.def"": 105, ""spe"": 78}",Starter,RU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/009.png
13,9,Blastoise (Mega Blastoise),"{""type 1"": ""Water"", ""type 2"": """"}","{""ability 1"": ""Mega Launcher"", ""ability 2"": """", ""hidden ability"": """"}","{""hp"": 79, ""atk"": 103, ""def"": 120, ""sp.atk"": 135, ""sp.def"": 115, ""spe"": 78}",Starter,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/009_f2.png
14,10,Caterpie,"{""type 1"": ""Bug"", ""type 2"": """"}","{""ability 1"": ""Shield Dust"", ""ability 2"": """", ""hidden ability"": ""Run Away""}","{""hp"": 45, ""atk"": 30, ""def"": 35, ""sp.atk"": 20, ""sp.def"": 20, ""spe"": 45}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/010.png
15,11,Metapod,"{""type 1"": ""Bug"", ""type 2"": """"}","{""ability 1"": ""Shed Skin"", ""ability 2"": """", ""hidden ability"": """"}","{""hp"": 50, ""atk"": 20, ""def"": 55, ""sp.atk"": 25, ""sp.def"": 25, ""spe"": 30}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/011.png
16,12,Butterfree,"{""type 1"": ""Bug"", ""type 2"": ""Flying""}","{""ability 1"": ""Compound Eyes"", ""ability 2"": """", ""hidden ability"": ""Tinted Lens""}","{""hp"": 60, ""atk"": 45, ""def"": 50, ""sp.atk"": 90, ""sp.def"": 80, ""spe"": 70}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/012.png
17,13,Weedle,"{""type 1"": ""Bug"", ""type 2"": ""Poison""}","{""ability 1"": ""Shield Dust"", ""ability 2"": """", ""hidden ability"": ""Run Away""}","{""hp"": 40, ""atk"": 35, ""def"": 30, ""sp.atk"": 20, ""sp.def"": 20, ""spe"": 50}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/013.png
18,14,Kakuna,"{""type 1"": ""Bug"", ""type 2"": ""Poison""}","{""ability 1"": ""Shed Skin"", ""ability 2"": """", ""hidden ability"": """"}","{""hp"": 45, ""atk"": 25, ""def"": 50, ""sp.atk"": 25, ""sp.def"": 25, ""spe"": 35}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/014.png
19,15,Beedrill,"{""type 1"": ""Bug"", ""type 2"": ""Poison""}","{""ability 1"": ""Swarm"", ""ability 2"": """", ""hidden ability"": ""Sniper""}","{""hp"": 65, ""atk"": 90, ""def"": 40, ""sp.atk"": 45, ""sp.def"": 80, ""spe"": 75}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/015.png
20,15,Beedrill (Mega Beedrill),"{""type 1"": ""Bug"", ""type 2"": ""Poison""}","{""ability 1"": ""Adaptability"", ""ability 2"": """", ""hidden ability"": """"}","{""hp"": 65, ""atk"": 150, ""def"": 40, ""sp.atk"": 15, ""sp.def"": 80, ""spe"": 145}",,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/015_f2.png
21,16,Pidgey,"{""type 1"": ""Normal"", ""type 2"": ""Flying""}","{""ability 1"": ""Keen Eye"", ""ability 2"": ""Tangled Feet"", ""hidden ability"": ""Big Pecks""}","{""hp"": 40, ""atk"": 45, ""def"": 40, ""sp.atk"": 35, ""sp.def"": 35, ""spe"": 56}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/016.png
22,17,Pidgeotto,"{""type 1"": ""Normal"", ""type 2"": ""Flying""}","{""ability 1"": ""Keen Eye"", ""ability 2"": ""Tangled Feet"", ""hidden ability"": ""Big Pecks""}","{""hp"": 63, ""atk"": 60, ""def"": 55, ""sp.atk"": 50, ""sp.def"": 50, ""spe"": 71}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/017.png
23,18,Pidgeot,"{""type 1"": ""Normal"", ""type 2"": ""Flying""}","{""ability 1"": ""Keen Eye"", ""ability 2"": ""Tangled Feet"", ""hidden ability"": ""Big Pecks""}","{""hp"": 83, ""atk"": 80, ""def"": 75, ""sp.atk"": 70, ""sp.def"": 70, ""spe"": 101}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/018.png
24,18,Pidgeot (Mega Pidgeot),"{""type 1"": ""Normal"", ""type 2"": ""Flying""}","{""ability 1"": ""No Guard"", ""ability 2"": """", ""hidden ability"": """"}","{""hp"": 83, ""atk"": 80, ""def"": 80, ""sp.atk"": 135, ""sp.def"": 80, ""spe"": 121}",,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/018_f2.png
25,19,Rattata,"{""type 1"": ""Normal"", ""type 2"": """"}","{""ability 1"": ""Run Away"", ""ability 2"": ""Guts"", ""hidden ability"": ""Hustle""}","{""hp"": 30, ""atk"": 56, ""def"": 35, ""sp.atk"": 25, ""sp.def"": 35, ""spe"": 72}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/019.png
26,19,Rattata (Alolan Rattata),"{""type 1"": ""Dark"", ""type 2"": ""Normal""}","{""ability 1"": ""Gluttony"", ""ability 2"": ""Hustle"", ""hidden ability"": ""Thick Fat""}","{""hp"": 30, ""atk"": 56, ""def"": 35, ""sp.atk"": 25, ""sp.def"": 35, ""spe"": 72}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/019_f2.png
27,20,Raticate,"{""type 1"": ""Normal"", ""type 2"": """"}","{""ability 1"": ""Run Away"", ""ability 2"": ""Guts"", ""hidden ability"": ""Hustle""}","{""hp"": 55, ""atk"": 81, ""def"": 60, ""sp.atk"": 50, ""sp.def"": 70, ""spe"": 97}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/020.png
28,20,Raticate (Alolan Raticate),"{""type 1"": ""Dark"", ""type 2"": ""Normal""}","{""ability 1"": ""Gluttony"", ""ability 2"": ""Hustle"", ""hidden ability"": ""Thick Fat""}","{""hp"": 75, ""atk"": 71, ""def"": 70, ""sp.atk"": 40, ""sp.def"": 80, ""spe"": 77}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/020_f2.png
29,21,Spearow,"{""type 1"": ""Normal"", ""type 2"": ""Flying""}","{""ability 1"": ""Keen Eye"", ""ability 2"": """", ""hidden ability"": ""Sniper""}","{""hp"": 40, ""atk"": 60, ""def"": 30, ""sp.atk"": 31, ""sp.def"": 31, ""spe"": 70}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/021.png
30,22,Fearow,"{""type 1"": ""Normal"", ""type 2"": ""Flying""}","{""ability 1"": ""Keen Eye"", ""ability 2"": """", ""hidden ability"": ""Sniper""}","{""hp"": 65, ""atk"": 90, ""def"": 65, ""sp.atk"": 61, ""sp.def"": 61, ""spe"": 100}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/022.png
31,23,Ekans,"{""type 1"": ""Poison"", ""type 2"": """"}","{""ability 1"": ""Intimidate"", ""ability 2"": ""Shed Skin"", ""hidden ability"": ""Unnerve""}","{""hp"": 35, ""atk"": 60, ""def"": 44, ""sp.atk"": 40, ""sp.def"": 54, ""spe"": 55}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/023.png
32,24,Arbok,"{""type 1"": ""Poison"", ""type 2"": """"}","{""ability 1"": ""Intimidate"", ""ability 2"": ""Shed Skin"", ""hidden ability"": ""Unnerve""}","{""hp"": 60, ""atk"": 95, ""def"": 69, ""sp.atk"": 65, ""sp.def"": 79, ""spe"": 80}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/024.png
33,25,Pikachu,"{""type 1"": ""Electric"", ""type 2"": """"}","{""ability 1"": ""Static"", ""ability 2"": ""Lightning Rod"", ""hidden ability"": ""Lightning Rod""}","{""hp"": 35, ""atk"": 55, ""def"": 40, ""sp.atk"": 50, ""sp.def"": 50, ""spe"": 90}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/025.png
34,26,Raichu,"{""type 1"": ""Electric"", ""type 2"": """"}","{""ability 1"": ""Static"", ""ability 2"": ""Lightning Rod"", ""hidden ability"": """"}","{""hp"": 60, ""atk"": 90, ""def"": 55, ""sp.atk"": 90, ""sp.def"": 80, ""spe"": 110}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/026.png
35,26,Raichu (Alolan Raichu),"{""type 1"": ""Electric"", ""type 2"": ""Psychic""}","{""ability 1"": ""Surge Surfer"", ""ability 2"": """", ""hidden ability"": ""Lightning Rod""}","{""hp"": 60, ""atk"": 85, ""def"": 50, ""sp.atk"": 95, ""sp.def"": 85, ""spe"": 110}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/026_f2.png
36,27,Sandshrew,"{""type 1"": ""Ground"", ""type 2"": """"}","{""ability 1"": ""Sand Veil"", ""ability 2"": """", ""hidden ability"": ""Sand Rush""}","{""hp"": 50, ""atk"": 75, ""def"": 85, ""sp.atk"": 20, ""sp.def"": 30, ""spe"": 40}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/027.png
37,27,Sandshrew (Alolan Sandshrew),"{""type 1"": ""Ice"", ""type 2"": ""Steel""}","{""ability 1"": ""Snow Cloak"", ""ability 2"": """", ""hidden ability"": ""Slush Rush""}","{""hp"": 50, ""atk"": 75, ""def"": 90, ""sp.atk"": 10, ""sp.def"": 35, ""spe"": 40}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/027_f2.png
38,28,Sandslash,"{""type 1"": ""Ground"", ""type 2"": """"}","{""ability 1"": ""Sand Veil"", ""ability 2"": """", ""hidden ability"": ""Sand Rush""}","{""hp"": 75, ""atk"": 100, ""def"": 110, ""sp.atk"": 45, ""sp.def"": 55, ""spe"": 65}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/028.png
39,28,Sandslash (Alolan Sandslash),"{""type 1"": ""Ice"", ""type 2"": ""Steel""}","{""ability 1"": ""Snow Cloak"", ""ability 2"": """", ""hidden ability"": ""Slush Rush""}","{""hp"": 75, ""atk"": 100, ""def"": 120, ""sp.atk"": 25, ""sp.def"": 65, ""spe"": 65}",,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/028_f2.png
40,29,Nidoran F,"{""type 1"": ""Poison"", ""type 2"": """"}","{""ability 1"": ""Poison Point"", ""ability 2"": ""Rivalry"", ""hidden ability"": ""Hustle""}","{""hp"": 55, ""atk"": 47, ""def"": 52, ""sp.atk"": 40, ""sp.def"": 40, ""spe"": 41}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/029.png
41,30,Nidorina,"{""type 1"": ""Poison"", ""type 2"": """"}","{""ability 1"": ""Poison Point"", ""ability 2"": ""Rivalry"", ""hidden ability"": ""Hustle""}","{""hp"": 70, ""atk"": 62, ""def"": 67, ""sp.atk"": 55, ""sp.def"": 55, ""spe"": 56}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/030.png
42,31,Nidoqueen,"{""type 1"": ""Poison"", ""type 2"": ""Ground""}","{""ability 1"": ""Poison Point"", ""ability 2"": ""Rivalry"", ""hidden ability"": ""Sheer Force""}","{""hp"": 90, ""atk"": 92, ""def"": 87, ""sp.atk"": 75, ""sp.def"": 85, ""spe"": 76}",,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/031.png
43,32,Nidoran M,"{""type 1"": ""Poison"", ""type 2"": """"}","{""ability 1"": ""Poison Point"", ""ability 2"": ""Rivalry"", ""hidden ability"": ""Hustle""}","{""hp"": 46, ""atk"": 57, ""def"": 40, ""sp.atk"": 40, ""sp.def"": 40, ""spe"": 50}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/032.png
44,33,Nidorino,"{""type 1"": ""Poison"", ""type 2"": """"}","{""ability 1"": ""Poison Point"", ""ability 2"": ""Rivalry"", ""hidden ability"": ""Hustle""}","{""hp"": 61, ""atk"": 72, ""def"": 57, ""sp.atk"": 55, ""sp.def"": 55, ""spe"": 65}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/033.png
45,34,Nidoking,"{""type 1"": ""Poison"", ""type 2"": ""Ground""}","{""ability 1"": ""Poison Point"", ""ability 2"": ""Rivalry"", ""hidden ability"": ""Sheer Force""}","{""hp"": 81, ""atk"": 102, ""def"": 77, ""sp.atk"": 85, ""sp.def"": 75, ""spe"": 85}",,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/034.png
46,35,Clefairy,"{""type 1"": ""Fairy"", ""type 2"": """"}","{""ability 1"": ""Cute Charm"", ""ability 2"": ""Magic Guard"", ""hidden ability"": ""Friend Guard""}","{""hp"": 70, ""atk"": 45, ""def"": 48, ""sp.atk"": 60, ""sp.def"": 65, ""spe"": 35}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/035.png
47,36,Clefable,"{""type 1"": ""Fairy"", ""type 2"": """"}","{""ability 1"": ""Cute Charm"", ""ability 2"": ""Magic Guard"", ""hidden ability"": ""Unaware""}","{""hp"": 95, ""atk"": 70, ""def"": 73, ""sp.atk"": 95, ""sp.def"": 90, ""spe"": 60}",,OU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/036.png
48,37,Vulpix,"{""type 1"": ""Fire"", ""type 2"": """"}","{""ability 1"": ""Flash Fire"", ""ability 2"": """", ""hidden ability"": ""Drought""}","{""hp"": 38, ""atk"": 41, ""def"": 40, ""sp.atk"": 50, ""sp.def"": 65, ""spe"": 65}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/037.png
49,37,Vulpix (Alolan Vulpix),"{""type 1"": ""Ice"", ""type 2"": """"}","{""ability 1"": ""Snow Cloak"", ""ability 2"": """", ""hidden ability"": ""Snow Warning""}","{""hp"": 38, ""atk"": 41, ""def"": 40, ""sp.atk"": 50, ""sp.def"": 65, ""spe"": 65}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/037_f2.png
50,38,Ninetales,"{""type 1"": ""Fire"", ""type 2"": """"}","{""ability 1"": ""Flash Fire"", ""ability 2"": """", ""hidden ability"": ""Drought""}","{""hp"": 73, ""atk"": 76, ""def"": 75, ""sp.atk"": 81, ""sp.def"": 100, ""spe"": 100}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/038.png
51,38,Ninetales (Alolan Ninetales),"{""type 1"": ""Ice"", ""type 2"": ""Fairy""}","{""ability 1"": ""Snow Cloak"", ""ability 2"": """", ""hidden ability"": ""Snow Warning""}","{""hp"": 73, ""atk"": 67, ""def"": 75, ""sp.atk"": 81, ""sp.def"": 100, ""spe"": 109}",,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/038_f2.png
52,39,Jigglypuff,"{""type 1"": ""Normal"", ""type 2"": ""Fairy""}","{""ability 1"": ""Cute Charm"", ""ability 2"": ""Competitive"", ""hidden ability"": ""Friend Guard""}","{""hp"": 115, ""atk"": 45, ""def"": 20, ""sp.atk"": 45, ""sp.def"": 25, ""spe"": 20}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/039.png
53,40,Wigglytuff,"{""type 1"": ""Normal"", ""type 2"": ""Fairy""}","{""ability 1"": ""Cute Charm"", ""ability 2"": ""Competitive"", ""hidden ability"": ""Frisk""}","{""hp"": 140, ""atk"": 70, ""def"": 45, ""sp.atk"": 85, ""sp.def"": 50, ""spe"": 45}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/040.png
54,41,Zubat,"{""type 1"": ""Poison"", ""type 2"": ""Flying""}","{""ability 1"": ""Inner Focus"", ""ability 2"": """", ""hidden ability"": ""Infiltrator""}","{""hp"": 40, ""atk"": 45, ""def"": 35, ""sp.atk"": 30, ""sp.def"": 40, ""spe"": 55}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/041.png
55,42,Golbat,"{""type 1"": ""Poison"", ""type 2"": ""Flying""}","{""ability 1"": ""Inner Focus"", ""ability 2"": """", ""hidden ability"": ""Infiltrator""}","{""hp"": 75, ""atk"": 80, ""def"": 70, ""sp.atk"": 65, ""sp.def"": 75, ""spe"": 90}",,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/042.png
56,43,Oddish,"{""type 1"": ""Grass"", ""type 2"": ""Poison""}","{""ability 1"": ""Chlorophyll"", ""ability 2"": """", ""hidden ability"": ""Run Away""}","{""hp"": 45, ""atk"": 50, ""def"": 55, ""sp.atk"": 75, ""sp.def"": 65, ""spe"": 30}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/043.png
57,44,Gloom,"{""type 1"": ""Grass"", ""type 2"": ""Poison""}","{""ability 1"": ""Chlorophyll"", ""ability 2"": """", ""hidden ability"": ""Stench""}","{""hp"": 60, ""atk"": 65, ""def"": 70, ""sp.atk"": 85, ""sp.def"": 75, ""spe"": 40}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/044.png
58,45,Vileplume,"{""type 1"": ""Grass"", ""type 2"": ""Poison""}","{""ability 1"": ""Chlorophyll"", ""ability 2"": """", ""hidden ability"": ""Effect Spore""}","{""hp"": 75, ""atk"": 80, ""def"": 85, ""sp.atk"": 110, ""sp.def"": 90, ""spe"": 50}",,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/045.png
59,46,Paras,"{""type 1"": ""Bug"", ""type 2"": ""Grass""}","{""ability 1"": ""Effect Spore"", ""ability 2"": ""Dry Skin"", ""hidden ability"": ""Damp""}","{""hp"": 35, ""atk"": 70, ""def"": 55, ""sp.atk"": 45, ""sp.def"": 55, ""spe"": 25}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/046.png
60,47,Parasect,"{""type 1"": ""Bug"", ""type 2"": ""Grass""}","{""ability 1"": ""Effect Spore"", ""ability 2"": ""Dry Skin"", ""hidden ability"": ""Damp""}","{""hp"": 60, ""atk"": 95, ""def"": 80, ""sp.atk"": 60, ""sp.def"": 80, ""spe"": 30}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/047.png
61,48,Venonat,"{""type 1"": ""Bug"", ""type 2"": ""Poison""}","{""ability 1"": ""Compound Eyes"", ""ability 2"": ""Tinted Lens"", ""hidden ability"": ""Run Away""}","{""hp"": 60, ""atk"": 55, ""def"": 50, ""sp.atk"": 40, ""sp.def"": 55, ""spe"": 45}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/048.png
62,49,Venomoth,"{""type 1"": ""Bug"", ""type 2"": ""Poison""}","{""ability 1"": ""Shield Dust"", ""ability 2"": ""Tinted Lens"", ""hidden ability"": ""Wonder Skin""}","{""hp"": 70, ""atk"": 65, ""def"": 60, ""sp.atk"": 90, ""sp.def"": 75, ""spe"": 90}",,BL2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/049.png
63,50,Diglett,"{""type 1"": ""Ground"", ""type 2"": """"}","{""ability 1"": ""Sand Veil"", ""ability 2"": ""Arena Trap"", ""hidden ability"": ""Sand Force""}","{""hp"": 10, ""atk"": 55, ""def"": 25, ""sp.atk"": 35, ""sp.def"": 45, ""spe"": 95}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/050.png
64,50,Diglett (Alolan Diglett),"{""type 1"": ""Ground"", ""type 2"": ""Steel""}","{""ability 1"": ""Sand Veil"", ""ability 2"": ""Tangling Hair"", ""hidden ability"": ""Sand Force""}","{""hp"": 10, ""atk"": 55, ""def"": 30, ""sp.atk"": 35, ""sp.def"": 45, ""spe"": 90}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/050_f2.png
65,51,Dugtrio,"{""type 1"": ""Ground"", ""type 2"": """"}","{""ability 1"": ""Sand Veil"", ""ability 2"": ""Arena Trap"", ""hidden ability"": ""Sand Force""}","{""hp"": 35, ""atk"": 100, ""def"": 50, ""sp.atk"": 50, ""sp.def"": 70, ""spe"": 120}",,OU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/051.png
66,51,Dugtrio (Alolan Dugtrio),"{""type 1"": ""Ground"", ""type 2"": ""Steel""}","{""ability 1"": ""Sand Veil"", ""ability 2"": ""Tangling Hair"", ""hidden ability"": ""Sand Force""}","{""hp"": 35, ""atk"": 100, ""def"": 60, ""sp.atk"": 50, ""sp.def"": 70, ""spe"": 110}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/051_f2.png
67,52,Meowth,"{""type 1"": ""Normal"", ""type 2"": """"}","{""ability 1"": ""Pickup"", ""ability 2"": ""Technician"", ""hidden ability"": ""Unnerve""}","{""hp"": 40, ""atk"": 45, ""def"": 35, ""sp.atk"": 40, ""sp.def"": 40, ""spe"": 90}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/052.png
68,52,Meowth (Alolan Meowth),"{""type 1"": ""Dark"", ""type 2"": """"}","{""ability 1"": ""Pickup"", ""ability 2"": ""Technician"", ""hidden ability"": ""Rattled""}","{""hp"": 40, ""atk"": 35, ""def"": 35, ""sp.atk"": 50, ""sp.def"": 40, ""spe"": 90}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/052_f2.png
69,53,Persian,"{""type 1"": ""Normal"", ""type 2"": """"}","{""ability 1"": ""Limber"", ""ability 2"": ""Technician"", ""hidden ability"": ""Unnerve""}","{""hp"": 65, ""atk"": 70, ""def"": 60, ""sp.atk"": 65, ""sp.def"": 65, ""spe"": 115}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/053.png
70,53,Persian (Alolan Persian),"{""type 1"": ""Dark"", ""type 2"": """"}","{""ability 1"": ""Fur Coat"", ""ability 2"": ""Technician"", ""hidden ability"": ""Rattled""}","{""hp"": 65, ""atk"": 60, ""def"": 60, ""sp.atk"": 75, ""sp.def"": 65, ""spe"": 115}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/053_f2.png
71,54,Psyduck,"{""type 1"": ""Water"", ""type 2"": """"}","{""ability 1"": ""Damp"", ""ability 2"": ""Cloud Nine"", ""hidden ability"": ""Swift Swim""}","{""hp"": 50, ""atk"": 52, ""def"": 48, ""sp.atk"": 65, ""sp.def"": 50, ""spe"": 55}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/054.png
72,55,Golduck,"{""type 1"": ""Water"", ""type 2"": """"}","{""ability 1"": ""Damp"", ""ability 2"": ""Cloud Nine"", ""hidden ability"": ""Swift Swim""}","{""hp"": 80, ""atk"": 82, ""def"": 78, ""sp.atk"": 95, ""sp.def"": 80, ""spe"": 85}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/055.png
73,56,Mankey,"{""type 1"": ""Fighting"", ""type 2"": """"}","{""ability 1"": ""Vital Spirit"", ""ability 2"": ""Anger Point"", ""hidden ability"": ""Defiant""}","{""hp"": 40, ""atk"": 80, ""def"": 35, ""sp.atk"": 35, ""sp.def"": 45, ""spe"": 70}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/056.png
74,57,Primeape,"{""type 1"": ""Fighting"", ""type 2"": """"}","{""ability 1"": ""Vital Spirit"", ""ability 2"": ""Anger Point"", ""hidden ability"": ""Defiant""}","{""hp"": 65, ""atk"": 105, ""def"": 60, ""sp.atk"": 60, ""sp.def"": 70, ""spe"": 95}",,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/057.png
75,58,Growlithe,"{""type 1"": ""Fire"", ""type 2"": """"}","{""ability 1"": ""Intimidate"", ""ability 2"": ""Flash Fire"", ""hidden ability"": ""Justified""}","{""hp"": 55, ""atk"": 70, ""def"": 45, ""sp.atk"": 70, ""sp.def"": 50, ""spe"": 60}",,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/058.png
