15,Beedrill (Mega Beedrill),Bug,Poison,Adaptability,,,65,150,40,15,80,145,,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/015_f2.png
16,Pidgey,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,40,45,40,35,35,56,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/016.png
17,Pidgeotto,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,63,60,55,50,50,71,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/017.png
18,Pidgeot,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,83,80,75,70,70,101,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/018.png
18,Pidgeot (Mega Pidgeot),Normal,Flying,No Guard,,,83,80,80,135,80,121,,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/018_f2.png
19,Rattata,Normal,,Run Away,Guts,Hustle,30,56,35,25,35,72,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/019.png
19,Rattata (Alolan Rattata),Dark,Normal,Gluttony,Hustle,Thick Fat,30,56,35,25,35,72,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/019_f2.png
20,Raticate,Normal,,Run Away,Guts,Hustle,55,81,60,50,70,97,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/020.png
20,Raticate (Alolan Raticate),Dark,Normal,Gluttony,Hustle,Thick Fat,75,71,70,40,80,77,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/020_f2.png
21,Spearow,Normal,Flying,Keen Eye,,Sniper,40,60,30,31,31,70,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/021.png
22,Fearow,Normal,Flying,Keen Eye,,Sniper,65,90,65,61,61,100,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/022.png
23,Ekans,Poison,,Intimidate,Shed Skin,Unnerve,35,60,44,40,54,55,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/023.png
24,Arbok,Poison,,Intimidate,Shed Skin,Unnerve,60,95,69,65,79,80,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/024.png
25,Pikachu,Electric,,Static,Lightning Rod,Lightning Rod,35,55,40,50,50,90,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/025.png
26,Raichu,Electric,,Static,Lightning Rod,,60,90,55,90,80,110,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/026.png
26,Raichu (Alolan Raichu),Electric,Psychic,Surge Surfer,,Lightning Rod,60,85,50,95,85,110,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/026_f2.png
27,Sandshrew,Ground,,Sand Veil,,Sand Rush,50,75,85,20,30,40,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/027.png
27,Sandshrew (Alolan Sandshrew),Ice,Steel,Snow Cloak,,Slush Rush,50,75,90,10,35,40,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/027_f2.png
28,Sandslash,Ground,,Sand Veil,,Sand Rush,75,100,110,45,55,65,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/028.png
28,Sandslash (Alolan Sandslash),Ice,Steel,Snow Cloak,,Slush Rush,75,100,120,25,65,65,,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/028_f2.png
29,Nidoran F,Poison,,Poison Point,Rivalry,Hustle,55,47,52,40,40,41,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/029.png
30,Nidorina,Poison,,Poison Point,Rivalry,Hustle,70,62,67,55,55,56,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/030.png
31,Nidoqueen,Poison,Ground,Poison Point,Rivalry,Sheer Force,90,92,87,75,85,76,,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/031.png
32,Nidoran M,Poison,,Poison Point,Rivalry,Hustle,46,57,40,40,40,50,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/032.png
33,Nidorino,Poison,,Poison Point,Rivalry,Hustle,61,72,57,55,55,65,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/033.png
34,Nidoking,Poison,Ground,Poison Point,Rivalry,Sheer Force,81,102,77,85,75,85,,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/034.png
35,Clefairy,Fairy,,Cute Charm,Magic Guard,Friend Guard,70,45,48,60,65,35,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/035.png
36,Clefable,Fairy,,Cute Charm,Magic Guard,Unaware,95,70,73,95,90,60,,OU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/036.png
37,Vulpix,Fire,,Flash Fire,,Drought,38,41,40,50,65,65,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/037.png
37,Vulpix (Alolan Vulpix),Ice,,Snow Cloak,,Snow Warning,38,41,40,50,65,65,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/037_f2.png
38,Ninetales,Fire,,Flash Fire,,Drought,73,76,75,81,100,100,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/038.png
38,Ninetales (Alolan Ninetales),Ice,Fairy,Snow Cloak,,Snow Warning,73,67,75,81,100,109,,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/038_f2.png
39,Jigglypuff,Normal,Fairy,Cute Charm,Competitive,Friend Guard,115,45,20,45,25,20,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/039.png
40,Wigglytuff,Normal,Fairy,Cute Charm,Competitive,Frisk,140,70,45,85,50,45,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/040.png
41,Zubat,Poison,Flying,Inner Focus,,Infiltrator,40,45,35,30,40,55,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/041.png
42,Golbat,Poison,Flying,Inner Focus,,Infiltrator,75,80,70,65,75,90,,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/042.png
43,Oddish,Grass,Poison,Chlorophyll,,Run Away,45,50,55,75,65,30,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/043.png
44,Gloom,Grass,Poison,Chlorophyll,,Stench,60,65,70,85,75,40,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/044.png
45,Vileplume,Grass,Poison,Chlorophyll,,Effect Spore,75,80,85,110,90,50,,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/045.png
46,Paras,Bug,Grass,Effect Spore,Dry Skin,Damp,35,70,55,45,55,25,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/046.png
47,Parasect,Bug,Grass,Effect Spore,Dry Skin,Damp,60,95,80,60,80,30,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/047.png
48,Venonat,Bug,Poison,Compound Eyes,Tinted Lens,Run Away,60,55,50,40,55,45,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/048.png
49,Venomoth,Bug,Poison,Shield Dust,Tinted Lens,Wonder Skin,70,65,60,90,75,90,,BL2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/049.png
50,Diglett,Ground,,Sand Veil,Arena Trap,Sand Force,10,55,25,35,45,95,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/050.png
50,Diglett (Alolan Diglett),Ground,Steel,Sand Veil,Tangling Hair,Sand Force,10,55,30,35,45,90,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/050_f2.png
51,Dugtrio,Ground,,Sand Veil,Arena Trap,Sand Force,35,100,50,50,70,120,,OU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/051.png
51,Dugtrio (Alolan Dugtrio),Ground,Steel,Sand Veil,Tangling Hair,Sand Force,35,100,60,50,70,110,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/051_f2.png
52,Meowth,Normal,,Pickup,Technician,Unnerve,40,45,35,40,40,90,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/052.png
52,Meowth (Alolan Meowth),Dark,,Pickup,Technician,Rattled,40,35,35,50,40,90,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/052_f2.png
53,Persian,Normal,,Limber,Technician,Unnerve,65,70,60,65,65,115,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/053.png
53,Persian (Alolan Persian),Dark,,Fur Coat,Technician,Rattled,65,60,60,75,65,115,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/053_f2.png
54,Psyduck,Water,,Damp,Cloud Nine,Swift Swim,50,52,48,65,50,55,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/054.png
55,Golduck,Water,,Damp,Cloud Nine,Swift Swim,80,82,78,95,80,85,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/055.png
56,Mankey,Fighting,,Vital Spirit,Anger Point,Defiant,40,80,35,35,45,70,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/056.png
57,Primeape,Fighting,,Vital Spirit,Anger Point,Defiant,65,105,60,60,70,95,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/057.png
58,Growlithe,Fire,,Intimidate,Flash Fire,Justified,55,70,45,70,50,60,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/058.png
59,Arcanine,Fire,,Intimidate,Flash Fire,Justified,90,110,80,100,80,95,,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/059.png
60,Poliwag,Water,,Water Absorb,Damp,Swift Swim,40,50,40,40,40,90,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/060.png
61,Poliwhirl,Water,,Water Absorb,Damp,Swift Swim,65,65,65,50,50,90,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/061.png
62,Poliwrath,Water,Fighting,Water Absorb,Damp,Swift Swim,90,95,95,70,90,70,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/062.png
63,Abra,Psychic,,Synchronize,Inner Focus,Magic Guard,25,20,15,105,55,90,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/063.png
64,Kadabra,Psychic,,Synchronize,Inner Focus,Magic Guard,40,35,30,120,70,105,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/064.png
65,Alakazam,Psychic,,Synchronize,Inner Focus,Magic Guard,55,50,45,135,95,120,,BL,https://assets.pokemon.com/assets/cms2/img/pokedex/full/065.png
65,Alakazam (Mega Alakazam),Psychic,,Trace,,,55,50,65,175,105,150,,OU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/065_f2.png
66,Machop,Fighting,,Guts,No Guard,Steadfast,70,80,50,35,35,35,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/066.png
67,Machoke,Fighting,,Guts,No Guard,Steadfast,80,100,70,50,60,45,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/067.png
68,Machamp,Fighting,,Guts,No Guard,Steadfast,90,130,80,65,85,55,,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/068.png
69,Bellsprout,Grass,Poison,Chlorophyll,,Gluttony,50,75,35,70,30,40,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/069.png
70,Weepinbell,Grass,Poison,Chlorophyll,,Gluttony,65,90,50,85,45,55,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/070.png
71,Victreebel,Grass,Poison,Chlorophyll,,Gluttony,80,105,65,100,70,70,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/071.png
72,Tentacool,Water,Poison,Clear Body,Liquid Ooze,Rain Dish,40,40,35,50,100,70,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/072.png
73,Tentacruel,Water,Poison,Clear Body,Liquid Ooze,Rain Dish,80,70,65,80,120,100,,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/073.png
74,Geodude,Rock,Ground,Rock Head,Sturdy,Sand Veil,40,80,100,30,30,20,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/074.png
74,Geodude (Alolan Geodude),Rock,Electric,Magnet Pull,Sturdy,Galvanize,40,80,100,30,30,20,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/074_f2.png
75,Graveler,Rock,Ground,Rock Head,Sturdy,Sand Veil,55,95,115,45,45,35,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/075.png
75,Graveler (Alolan Graveler),Rock,Electric,Magnet Pull,Sturdy,Galvanize,55,95,115,45,45,35,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/075_f2.png
76,Golem,Rock,Ground,Rock Head,Sturdy,Sand Veil,80,120,130,55,65,45,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/076.png
76,Golem (Alolan Golem),Rock,Electric,Magnet Pull,Sturdy,Galvanize,80,120,130,55,65,45,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/076_f2.png
77,Ponyta,Fire,,Run Away,Flash Fire,Flame Body,50,85,55,65,65,90,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/077.png
78,Rapidash,Fire,,Run Away,Flash Fire,Flame Body,65,100,70,80,80,105,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/078.png
79,Slowpoke,Water,Psychic,Oblivious,Own Tempo,Regenerator,90,65,65,40,40,15,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/079.png
80,Slowbro,Water,Psychic,Oblivious,Own Tempo,Regenerator,95,75,110,100,80,30,,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/080.png
80,Slowbro (Mega Slowbro),Water,Psychic,Shell Armor,,,95,75,180,130,80,30,,BL,https://assets.pokemon.com/assets/cms2/img/pokedex/full/080_f2.png
81,Magnemite,Electric,Steel,Magnet Pull,Sturdy,Analytic,25,35,70,95,55,45,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/081.png
82,Magneton,Electric,Steel,Magnet Pull,Sturdy,Analytic,50,60,95,120,70,70,,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/082.png
83,Farfetch'd,Normal,Flying,Keen Eye,Inner Focus,Defiant,52,90,55,58,62,60,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/083.png
84,Doduo,Normal,Flying,Run Away,Early Bird,Tangled Feet,35,85,45,35,35,75,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/084.png
85,Dodrio,Normal,Flying,Run Away,Early Bird,Tangled Feet,60,110,70,60,60,110,,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/085.png
86,Seel,Water,,Thick Fat,Hydration,Ice Body,65,45,55,45,70,45,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/086.png
87,Dewgong,Water,Ice,Thick Fat,Hydration,Ice Body,90,70,80,70,95,70,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/087.png
88,Grimer,Poison,,Stench,Sticky Hold,Poison Touch,80,80,50,40,50,25,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088.png
88,Grimer (Alolan Grimer),Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,80,80,50,40,50,25,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088_f2.png
89,Muk,Poison,,Stench,Sticky Hold,Poison Touch,105,105,75,65,100,50,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png
89,Muk (Alolan Muk),Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,105,105,75,65,100,50,,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089_f2.png
90,Shellder,Water,,Shell Armor,Skill Link,Overcoat,30,65,100,45,25,40,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/090.png
91,Cloyster,Water,Ice,Shell Armor,Skill Link,Overcoat,50,95,180,85,45,70,,RU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/091.png
92,Gastly,Ghost,Poison,Levitate,,,30,35,30,100,35,80,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/092.png
93,Haunter,Ghost,Poison,Levitate,,,45,50,45,115,55,95,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/093.png
94,Gengar,Ghost,Poison,Cursed Body,,,60,65,60,130,75,110,,OU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png
94,Gengar (Mega Gengar),Ghost,Poison,Shadow Tag,,,60,65,80,170,95,130,,Uber,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094_f2.png
95,Onix,Rock,Ground,Rock Head,Sturdy,Weak Armor,35,45,160,30,45,70,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/095.png
96,Drowzee,Psychic,,Insomnia,Forewarn,Inner Focus,60,48,45,43,90,42,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/096.png
97,Hypno,Psychic,,Insomnia,Forewarn,Inner Focus,85,73,70,73,115,67,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/097.png
98,Krabby,Water,,Hyper Cutter,Shell Armor,Sheer Force,30,105,90,25,25,50,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/098.png
99,Kingler,Water,,Hyper Cutter,Shell Armor,Sheer Force,55,130,115,50,50,75,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/099.png
100,Voltorb,Electric,,Soundproof,Static,Aftermath,40,30,50,55,55,100,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png
101,Electrode,Electric,,Soundproof,Static,Aftermath,60,50,70,80,80,150,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png
102,Exeggcute,Grass,Psychic,Chlorophyll,,Harvest,60,40,80,60,45,40,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/102.png
103,Exeggutor,Grass,Psychic,Chlorophyll,,Harvest,95,95,85,125,75,55,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/103.png
103,Exeggutor (Alolan Exeggutor),Grass,Dragon,Frisk,,Harvest,95,105,85,125,75,45,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/103_f2.png
104,Cubone,Ground,,Rock Head,Lightning Rod,Battle Armor,50,50,95,40,50,35,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/104.png
105,Marowak,Ground,,Rock Head,Lightning Rod,Battle Armor,60,80,110,50,80,45,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png
105,Marowak (Alolan Marowak),Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,60,80,110,50,80,45,,OU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105_f2.png
106,Hitmonlee,Fighting,,Limber,Reckless,Unburden,50,120,53,35,110,87,,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/106.png
107,Hitmonchan,Fighting,,Keen Eye,Iron Fist,Inner Focus,50,105,79,35,110,76,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/107.png
108,Lickitung,Normal,,Own Tempo,Oblivious,Cloud Nine,90,55,75,60,75,30,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/108.png
109,Koffing,Poison,,Levitate,,,40,65,95,60,45,35,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/109.png
110,Weezing,Poison,,Levitate,,,65,90,120,85,70,60,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/110.png
111,Rhyhorn,Ground,Rock,Lightning Rod,Rock Head,Reckless,80,85,95,30,30,25,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/111.png
112,Rhydon,Ground,Rock,Lightning Rod,Rock Head,Reckless,105,130,120,45,45,40,,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/112.png
113,Chansey,Normal,,Natural Cure,Serene Grace,Healer,250,5,5,35,105,50,,OU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/113.png
114,Tangela,Grass,,Chlorophyll,Leaf Guard,Regenerator,65,55,115,100,40,60,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/114.png
115,Kangaskhan,Normal,,Early Bird,Scrappy,Inner Focus,105,95,80,40,80,90,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png
115,Kangaskhan (Mega Kangaskhan),Normal,,Parental Bond,,,105,125,100,60,100,100,,Uber,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115_f2.png
116,Horsea,Water,,Swift Swim,Sniper,Damp,30,40,70,70,25,60,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/116.png
117,Seadra,Water,,Poison Point,Sniper,Damp,55,65,95,95,45,85,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/117.png
118,Goldeen,Water,,Swift Swim,Water Veil,Lightning Rod,45,67,60,35,50,63,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/118.png
119,Seaking,Water,,Swift Swim,Water Veil,Lightning Rod,80,92,65,65,80,68,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/119.png
120,Staryu,Water,,Illuminate,Natural Cure,Analytic,30,45,55,70,55,85,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/120.png
121,Starmie,Water,Psychic,Illuminate,Natural Cure,Analytic,60,75,85,100,85,115,,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/121.png
122,Mr. Mime,Psychic,Fairy,Soundproof,Filter,Technician,40,45,65,100,120,90,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png
123,Scyther,Bug,Flying,Swarm,Technician,Steadfast,70,110,80,55,80,105,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/123.png
124,Jynx,Ice,Psychic,Oblivious,Forewarn,Dry Skin,65,50,35,115,95,95,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/124.png
125,Electabuzz,Electric,,Static,,Vital Spirit,65,83,57,95,85,105,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/125.png
126,Magmar,Fire,,Flame Body,,Vital Spirit,65,95,57,100,85,93,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/126.png
127,Pinsir,Bug,,Hyper Cutter,Mold Breaker,Moxie,65,125,100,55,70,85,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/127.png
127,Pinsir (Mega Pinsir),Bug,Flying,Aerilate,,,65,155,120,65,90,105,,OU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/127_f2.png
128,Tauros,Normal,,Intimidate,Anger Point,Sheer Force,75,100,95,40,70,110,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png
129,Magikarp,Water,,Swift Swim,,Rattled,20,10,55,15,20,80,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/129.png
130,Gyarados,Water,Flying,Intimidate,,Moxie,95,125,79,60,100,81,,BL,https://assets.pokemon.com/assets/cms2/img/pokedex/full/130.png
130,Gyarados (Mega Gyarados),Water,Dark,Mold Breaker,,,95,155,109,70,130,81,,BL,https://assets.pokemon.com/assets/cms2/img/pokedex/full/130_f2.png
131,Lapras,Water,Ice,Water Absorb,Shell Armor,Hydration,130,85,80,85,95,60,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/131.png
132,Ditto,Normal,,Limber,,Imposter,48,48,48,48,48,48,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/132.png
133,Eevee,Normal,,Run Away,Adaptability,Anticipation,55,55,50,45,65,55,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/133.png
134,Vaporeon,Water,,Water Absorb,,Hydration,130,65,60,110,95,65,,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/134.png
135,Jolteon,Electric,,Volt Absorb,,Quick Feet,65,65,60,110,95,130,,RU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/135.png
136,Flareon,Fire,,Flash Fire,,Guts,65,130,60,95,110,65,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/136.png
137,Porygon,Normal,,Trace,Download,Analytic,65,60,70,85,75,40,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/137.png
138,Omanyte,Rock,Water,Swift Swim,Shell Armor,Weak Armor,35,40,100,90,55,35,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/138.png
139,Omastar,Rock,Water,Swift Swim,Shell Armor,Weak Armor,70,60,125,115,70,55,,NU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/139.png
140,Kabuto,Rock,Water,Swift Swim,Battle Armor,Weak Armor,30,80,90,55,45,55,,,https://assets.pokemon.com/assets/cms2/img/pokedex/full/140.png
141,Kabutops,Rock,Water,Swift Swim,Battle Armor,Weak Armor,60,115,105,65,70,80,,PU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/141.png
142,Aerodactyl,Rock,Flying,Rock Head,Pressure,Unnerve,80,105,65,60,75,130,,RU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/142.png
142,Aerodactyl (Mega Aerodactyl),Rock,Flying,Tough Claws,,,80,135,85,70,95,150,,UU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/142_f2.png
143,Snorlax,Normal,,Immunity,Thick Fat,Gluttony,160,110,65,65,110,30,,RU,https://assets.pokemon.com/assets/cms2/img/pokedex/full/143.png
